pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_ratdor,pl_ratror,st_spectype,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,pl_class
OGLE-2018-BLG-0383L b,OGLE-2018-BLG-0383L,1,1,,1.8,2.41,0.215,6.4,0.02014,Mass,2.51,,,,,,,,,,0.1,,,,,,7700,,,,Neptune-like
OGLE-2018-BLG-0506L b,OGLE-2018-BLG-0506L,1,1,,3,4.18,0.373,16.3,0.05129,Mass,1.23,,,,,,,,,,0.63,,,,,,5600,,,,Neptune-like
OGLE-2018-BLG-0516L b,OGLE-2018-BLG-0516L,1,1,,2.2,4.73,0.422,20.1,0.06324,Mass,1.04,,,,,,,,,,0.47,,,,,,7000,,,,Neptune-like
OGLE-2018-BLG-0532L b,OGLE-2018-BLG-0532L,1,1,,1.064,2.37,0.212,6.228,0.0196,Mass,2.57,,,,,,,,,,0.2,,,,,,773,,,,Neptune-like
OGLE-2018-BLG-0567L b,OGLE-2018-BLG-0567L,1,1,,2.72,12.3,1.1,101.70509,0.32,Mass,0.3,,,,,,,,,,0.25,,,,,,7060,,,,Gas Giant
OGLE-2018-BLG-0596L b,OGLE-2018-BLG-0596L,1,1,,0.97,3.81,0.34,13.93,0.04383,Mass,1.38,,,,,,,,,,0.23,,,,,,5650,,,,Neptune-like
OGLE-2018-BLG-0677L b,OGLE-2018-BLG-0677L,1,1,,0.63,1.82,0.162,3.96,0.0125,Mass,3.61,,,,,,,,,,0.12,,,,,,7580,,,,Super Earth
OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,1,1,5480,5,12.9,1.15,1500,4.8,Mass,3.84,0,,,,,,G V,5912,,1,-0.24,,4.5,,,3200,18.21,,,Gas Giant
OGLE-2018-BLG-0799L b,OGLE-2018-BLG-0799L,1,1,,1.28,10.9,0.971,82.63539,0.26,Mass,0.351,,,,,,,,,,0.09,,,,,,4050,,,,Gas Giant
OGLE-2018-BLG-0932L b,OGLE-2018-BLG-0932L,1,1,,1.75,13.9,1.24,282.86728,0.89,Mass,0.579,,,,,,,,,,0.72,,,,,,6620,,,,Gas Giant
OGLE-2018-BLG-0962L b,OGLE-2018-BLG-0962L,1,1,,3.59,13.6,1.22,425.89007,1.34,Mass,0.93,,,,,,,,,,0.54,,,,,,6500,,,,Gas Giant
OGLE-2018-BLG-0977L b,OGLE-2018-BLG-0977L,1,1,,2,2.41,0.215,6.4,0.02014,Mass,2.51,,,,,,,,,,0.47,,,,,,6500,,,,Neptune-like
OGLE-2018-BLG-1011L b,OGLE-2018-BLG-1011L,1,2,,1.8,13.5,1.2,570,1.8,Mass,1.27,,,,,,,,,,0.18,,,,,,7100,,,,Gas Giant
OGLE-2018-BLG-1011L c,OGLE-2018-BLG-1011L,1,2,,0.8,13.2,1.18,890,2.8,Mass,2.13,,,,,,,,,,0.18,,,,,,7100,,,,Gas Giant
OGLE-2018-BLG-1119L b,OGLE-2018-BLG-1119L,1,1,,4.06,13.9,1.24,289.22385,0.91,Mass,0.592,,,,,,,,,,0.48,,,,,,5760,,,,Gas Giant
OGLE-2018-BLG-1126L b,OGLE-2018-BLG-1126L,1,1,,3.23,4.41,0.393,17.79839,0.056,Mass,1.14,,,,,,,,,,0.69,,,,,,5700,,,,Neptune-like
OGLE-2018-BLG-1185L b,OGLE-2018-BLG-1185L,1,1,,1.54,2.83,0.253,8.4,0.02643,Mass,2.04,,,,,,,,,,0.37,,,,,,7400,29.3,20.8,,Neptune-like
OGLE-2018-BLG-1212L b,OGLE-2018-BLG-1212L,1,1,,1.68,9.32,0.832,63.56568,0.2,Mass,0.431,,,,,,,,,,0.16,,,,,,1550,,,,Gas Giant
OGLE-2018-BLG-1269L b,OGLE-2018-BLG-1269L,1,1,,4.51,14.1,1.25,210,0.67,Mass,0.412,,,,,,,,,,1.11,,,,,,2510,,,,Gas Giant
OGLE-2018-BLG-1367L b,OGLE-2018-BLG-1367L,1,1,,1.21,13.8,1.23,301.93699,0.95,Mass,0.631,,,,,,,,,,0.28,,,,,,5370,,,,Gas Giant
OGLE-2018-BLG-1428L b,OGLE-2018-BLG-1428L,1,1,,3.3,14,1.25,240,0.77,Mass,0.481,,,,,,,,,,0.43,,,,,,6220,,,,Gas Giant
OGLE-2018-BLG-1647L b,OGLE-2018-BLG-1647L,1,1,,1.36,13.8,1.23,308.29355,0.97,Mass,0.645,,,,,,,,,,0.09,,,,,,7880,,,,Gas Giant
OGLE-2018-BLG-1700L b,OGLE-2018-BLG-1700L,2,1,,2.8,12.9,1.15,1400,4.4,Mass,3.58,,,,,,,,,,0.42,,,,,,7600,,,,Gas Giant
OGLE-2019-BLG-0249L b,OGLE-2019-BLG-0249L,1,1,,1.84,12.7,1.13,2262.93826,7.12,Mass,6.07,,,,,,,,,,0.91,,,,,,6370,,,,Gas Giant
OGLE-2019-BLG-0299L b,OGLE-2019-BLG-0299L,1,1,,2.8,12.7,1.14,1976.89269,6.22,Mass,5.3,,,,,,,,,,0.59,,,,,,5830,,,,Gas Giant
OGLE-2019-BLG-0304L b,OGLE-2019-BLG-0304L,2,1,,1.23,14.2,1.27,162.09249,0.51,Mass,0.311,,,,,,,,,,0.27,,,,,,6980,,,,Gas Giant
OGLE-2019-BLG-0362L b,OGLE-2019-BLG-0362L,1,1,,2.18,13.1,1.17,1036.12061,3.26,Mass,2.53,,,,,,,,,,0.42,,,,,,5830,,,,Gas Giant
OGLE-2019-BLG-0468L b,OGLE-2019-BLG-0468L,1,2,,3.29,13.1,1.17,1090.15144,3.43,Mass,2.66,,,,,,,G,,,0.92,,,,,,4400,,,,Gas Giant
OGLE-2019-BLG-0468L c,OGLE-2019-BLG-0468L,1,2,,2.77,12.5,1.11,3248.20632,10.22,Mass,9.14,,,,,,,G,,,0.92,,,,,,4400,,,,Gas Giant
OGLE-2019-BLG-0679L b,OGLE-2019-BLG-0679L,1,1,,6.99,13.1,1.17,1061.54688,3.34,Mass,2.59,,,,,,,,,,0.66,,,,,,5630,,,,Gas Giant
OGLE-2019-BLG-0954L b,OGLE-2019-BLG-0954L,1,1,,2.65,12.3,1.1,4513.16338,14.2,Mass,13.3,,,,,,,,,,0.8,,,,,,3630,,,,Gas Giant
OGLE-2019-BLG-0960L b,OGLE-2019-BLG-0960L,1,1,,1.9,1.39,0.124,2.5,0.00787,Mass,5.12,,,,,,,,,,0.5,,,,,,980,,,,Super Earth
OGLE-2019-BLG-1053L b,OGLE-2019-BLG-1053L,1,1,,3.4,1.38,0.123,2.48,0.0078,Mass,5.19,,,,,,,,,,0.61,,,,,,6800,,,,Super Earth
OGLE-2019-BLG-1470L AB c,OGLE-2019-BLG-1470L A,2,1,,3.2,13.3,1.19,699.2225,2.2,Mass,1.63,,,,,,,,,,0.57,,,,,,5900,,,,Gas Giant
OGLE-2019-BLG-1492L b,OGLE-2019-BLG-1492L,1,1,,2.7,6.79,0.606,37.1,0.11673,Mass,0.651,,,,,,,,,,0.68,,,,,,5600,,,,Neptune-like
OGLE-TR-10 b,OGLE-TR-10,1,1,3.101278,0.0434,14.011,1.25,197.046,0.62,Mass,0.4,0.82,,1702,90,6.369,0.11,G2 V,5950,1.17,1.14,0.28,0.188,4.18,3.1,0.509,1344.97,16.006,12.856,15.6845,Gas Giant
OGLE-TR-111 b,OGLE-TR-111,1,1,4.0144463,0.0473,11.422,1.019,174.799,0.55,Mass,0.65,0.54,,1019,88.3,12.3,0.1261,K2 V,5040,0.83,0.82,0.19,-0.339,4.54,8.8,2.14,1068.33,16.707,14.112,16.5277,Gas Giant
OGLE-TR-113 b,OGLE-TR-113,1,1,1.4324752,0.02289,12.251,1.093,400.449,1.26,Mass,1.2,0.15,528.41,1342,87.8,6.44,0.14436,K4 V,4790,0.77,0.78,0.09,-0.529,4.55,13.2,2.365,566.459,15.8485,,15.443,Gas Giant
OGLE-TR-132 b,OGLE-TR-132,1,1,1.689868,0.03035,13.45,1.2,375.02,1.18,Mass,0.85,0.6,,2013,83.4,4.76,0.0932,F5 V,6210,1.32,1.3,0.37,0.371,4.31,1.2,0.72,2012.62,16.536,14.99,16.4883,Gas Giant
OGLE-TR-182 b,OGLE-TR-182,1,1,3.9791,0.051,12.666,1.13,320.995,1.01,Mass,0.41,0,,1550,85.7,7.299,,,5924,1.14,1.14,0.37,0.241,4.14,4.3,0.46,2501.75,16.9195,14.737,16.6783,Gas Giant
OGLE-TR-211 b,OGLE-TR-211,1,1,3.67724,0.051,15.244,1.36,327.351,1.03,Mass,0.42,0,,1686,87.2,7.0323,,,6325,1.64,1.33,0.11,0.267,4.17,2.6,0.486,1515.26,15.364,13.379,15.0702,Gas Giant
OGLE-TR-56 b,OGLE-TR-56,1,1,1.2119189,0.02383,15.278,1.363,441.77,1.39,Mass,0.68,0.67,,2212,77.6,3.74,0.1027,F8 V,6050,1.74,1.17,0.25,0.35,4.09,3,0.361,282.8391387,15.3,,16.0931,Gas Giant
OGLE2-TR-L9 b,OGLE2-TR-L9,1,1,2.4855335,0.0308,18.046,1.61,1430.175,4.5,Mass,1.25,,4135.36,2034,79.8,5.8072,,,6933,1.53,1.52,-0.05,0.512,4.24,1,0.597,1627.63,14.718,13.117,14.5637,Gas Giant
Oph 11 b,Oph 11,1,1,7300000,243,12.3,1.1,4449.62,14,Mass,13.1,,,2175,,,,M9,2375,0.23,0.02,,-2.77,4.25,5,22.64533,136.165592,,13.423,18.912,Gas Giant
PDS 70 b,PDS 70,1,2,43500,20,30.488,2.72,953.49,3,Mass,0.185,0.19,,1204,140,,,K7,3972,1.26,0.76,-0.11,-0.456,3.68,0.005,0.5411,113.064,12.032,8.542,11.5848,Gas Giant
PDS 70 c,PDS 70,1,2,,34,22.866,2.04,635.66,2,Mass,0.292,0.11,,995,132,,,K7,3972,1.06,0.76,-0.11,-0.489,3.68,0.005,0.5411,113.064,12.032,8.542,11.5848,Gas Giant
PH1 b,PH1,4,1,138.317,0.652,6.18,0.551,169,0.531,Mass,,0.0702,,481,90.05,22.1435,0.03268,F,6407,1.73,1.53,0.21,0.66,4.14,2,0.293,1033.16,13.841,12.395,13.6988,Neptune-like
PH2 b,PH2,1,1,282.5255,0.828,10.12,0.903,25426.4,80,Mass,,0.41,1.21,281,89.83,176.7,0.092,,5629,1,0.94,-0.078,-0.102,4.41,2.04,1.3,343.863,12.645,11.116,12.5811,Gas Giant
POTS-1 b,POTS-1,1,1,3.1606296,0.03734,10.548,0.941,734.16,2.31,Mass,3.44,,,,88.06,,0.16432,K5 V,4400,0.59,0.69,-0.03,-1.087,4.63,,4.814,747.959,17.9083,14.244,17.2604,Gas Giant
PSR B0329+54 b,PSR B0329+54,1,1,10140,10.26,1.22,0.109,1.97,0.0062,Msini,5.96,0.236,,,,,,,,,1.44,,,,,,504.9331206,20.8671,15.556,20.1861,Super Earth
PSR B1257+12 b,PSR B1257+12,1,3,25.262,0.19,0.338,0.03,0.02,6.00E-05,Mass,2.85,0,,,50,,,,,,1.4,,,,3,,600,,,,Terrestrial
PSR B1257+12 c,PSR B1257+12,1,3,66.5419,0.36,1.91,0.17,4.3,0.01353,Mass,3.39,0.0186,,,53,,,,,,1.4,,,,3,,600,,,,Super Earth
PSR B1257+12 d,PSR B1257+12,1,3,98.2114,0.46,1.8,0.161,3.9,0.01227,Mass,3.67,0.0264,,,47,,,,,,1.4,,,,3,,600,,,,Super Earth
PSR B1620-26 b,PSR B1620-26,2,1,,23,13.3,1.18,794.575,2.5,Mass,1.86,,,,,,,,,,1.35,,,,,,,,,,Gas Giant
PSR J1719-1438 b,PSR J1719-1438,1,1,0.09070629,0.0044,,,382.8,1.2,Mass,23,0.06,,,,,,,4500,,1.4,,,,12.5,,1200,,,,Gas Giant
PSR J2322-2650 b,PSR J2322-2650,1,1,0.322964,0.0102,13.9,1.24,252.64307,0.7949,Msini,1.84,0.0017,,,,,,,,,1.4,,,,,,230,,,,Gas Giant
PZ Tel b,PZ Tel,1,1,44000,27,11.9,1.07,8581.36699,27,Mass,28,0.52,,,91.73,,,G9 IV,5169,1.26,1.36,,0.007,4.18,0.2,0.62547,47.0648,8.43,6.366,8.09894,Gas Giant
Pr0201 b,Pr0201,1,1,4.4264,0.06,14.2,1.27,171.6282,0.54,Msini,0.329,0,,,,,,,6174,1.15,1.24,0.19,0.245,4.41,,1.03503,180.64,10.445,9.142,10.3508,Gas Giant
Pr0211 b,Pr0211,2,2,2.1461,0.03176,13.4,1.2,597.5204,1.88,Msini,1.36,0.011,,,,,,,5300,0.83,0.94,0.18,-0.336,4.51,0.578,2.01172,182.714,12.163,10.173,11.9281,Gas Giant
Pr0211 c,Pr0211,2,2,4850,5.5,12.6,1.12,2475.8957,7.79,Msini,6.8,0.71,,,,,,,5300,0.83,0.94,0.18,-0.336,4.51,0.578,2.01172,182.714,12.163,10.173,11.9281,Gas Giant
Proxima Cen b,Proxima Cen,3,1,11.1868,0.04856,1.03,0.092,1.07,0.00337,Msini,5.38,0.02,0.65,234,,,,M5.5 V,2900,0.14,0.12,,-2.796,5.16,,48.76265,1.30119,11.01,4.384,8.95361,Super Earth
Qatar-1 b,Qatar-1,1,1,1.4200242,0.02332,12.812,1.143,411.27202,1.294,Mass,1.076,0,382.33,1418,84.08,6.247,0.14629,,5013,0.8,0.84,0.171,-0.438,4.55,1.19,2.286,185.615,12.692,10.409,12.4764,Gas Giant
Qatar-10 b,Qatar-10,1,1,1.645321,0.0286,17.295,1.543,233.92288,0.736,Mass,0.248,0,1816.48,1955,85.87,4.9,0.1265,F7 V,6124,1.25,1.16,0.016,0.3,4.3,3.2,0.823,559.068,12.868,11.382,12.6978,Gas Giant
Qatar-2 b,Qatar-2,1,1,1.33711647,0.02153,14.056,1.254,792.635,2.494,Mass,1.573,0,,1344,86.12,6.51466,0.1659,,4645,0.78,0.74,0.02,-0.683,4.53,5,2.241,181.374,13.443,10.619,13.0276,Gas Giant
Qatar-3 b,Qatar-3,1,1,2.5079204,0.03783,12.285,1.096,1369.8473,4.31,Mass,4,0,1330,1681,86.8,6.39,0.0888,G0 V,6007,1.27,1.15,-0.041,0.279,4.29,0.31,0.78,735.601,12.929,11.219,12.8203,Gas Giant
Qatar-4 b,Qatar-4,1,1,1.8053564,0.02803,12.722,1.135,1938.763,6.1,Mass,5.1,0,614,1385,87.5,7.11,0.1379,K1 V,5215,0.85,0.9,0.103,-0.318,4.53,0.17,2.07,329.036,13.574,11.519,13.4114,Gas Giant
Qatar-5 b,Qatar-5,1,1,2.8792319,0.04127,12.408,1.107,1373.0256,4.32,Mass,3.95,0,669,1415,88.74,8.27,0.1061,G2 V,5747,1.08,1.13,0.377,0.056,4.43,0.53,1.286,367.658,12.614,10.956,12.5241,Gas Giant
Qatar-6 b,Qatar-6,2,1,3.506195,0.0423,11.904,1.062,212.31044,0.668,Mass,0.692,0,174.9,1006,86.01,12.61,0.151,K2 V,5052,0.72,0.82,-0.025,-0.514,4.64,1.02,3.08,100.848,11.496,9.226,11.1249,Gas Giant
Qatar-7 b,Qatar-7,1,1,2.032046,0.0352,19.055,1.7,597.5204,1.88,Mass,0.502,0,2886.29,2053,89,4.84,0.11,F4 V,6387,1.56,1.41,0.276,0.563,4.2,1.69,0.521,705.981,13.134,11.561,12.9275,Gas Giant
Qatar-8 b,Qatar-8,1,1,3.71495,0.0474,14.404,1.285,117.91493,0.371,Mass,0.216,0,698.15,1457,89.29,7.761,0.1005,G0 V,5738,1.32,1.03,0.025,0.228,4.21,8.3,0.641,281.498,11.71,9.937,11.3494,Gas Giant
Qatar-9 b,Qatar-9,1,1,1.540731,0.0234,11.31,1.009,378.2177,1.19,Mass,1.43,0,210.67,1134,89.23,7.236,0.1489,K5 V,4309,0.7,0.72,0.252,-0.821,4.61,7.5,3.015,213.771,14.023,11.104,13.6871,Gas Giant
ROXs 12 b,ROXs 12,2,1,,210,12.2,1.09,5085,16,Mass,15.4,0.83,,,,,,M0,3850,1.07,0.87,0.14,-0.79,4.07,0.008,0.56288,136.65,14.763,9.099,13.2655,Gas Giant
ROXs 42 B b,ROXs 42 B,2,1,,157,12.5,1.12,2860,9,Mass,8.05,0.58,,1975,,,,M0,3433,1.34,1,,-0.792,,0.003,,143.59,14.661,8.671,13.1164,Gas Giant
RR Cae b,RR Cae,2,1,4343.5,5.3,13,1.16,1334.886,4.2,Msini,3.34,0,,,17.6,,,M,3904,0.19,0.44,,-2.108,5.08,,31.76099,21.1916,14.379,9.852,13.6576,Gas Giant
Ross 128 b,Ross 128,1,1,9.8658,0.0496,1.11,0.099,1.4,0.0044,Msini,5.63,0.116,1.38,301,,,,M4,3192,0.2,0.17,-0.02,-2.441,5.05,5,27.33385,3.37454,11.12,5.654,9.59067,Super Earth
Ross 458 c,Ross 458,2,1,,1100,14.011,1.25,1906.98,6,Mass,3.81,,,,,,,M2,3646,0.56,0.56,,-1.298,4.68,0.5,4.40603,11.5094,9.76,5.578,8.90809,Gas Giant
Ross 508 b,Ross 508,1,1,10.77,0.05366,1.83,0.163,4,0.01259,Msini,3.59,0.33,,,,,,M4.5 V,3071,0.21,0.18,-0.2,-2.445,5.04,,26.5,11.2103,14.18,8.279,12.2066,Super Earth
SR 12 AB c,SR 12 AB,2,1,,,12.3,1.1,4131.62,13,Mass,12.2,,,,,,,,3828.93,1.1,,,-0.628,,0.002,,112.3172158,13.355,8.408,12.1811,Gas Giant
SWEEPS-11 b,SWEEPS-11,1,1,1.796,0.03,12.666,1.13,3082.82,9.7,Mass,8.34,,,,,,,,,1.45,1.1,,,,,,8500,19.83,,,Gas Giant
SWEEPS-4 b,SWEEPS-4,1,1,4.2,0.055,9.079,0.81,1207.7,3.8,Mass,8.87,,,,,,,,,1.18,1.24,,,,,,8500,18.8,,,Gas Giant
TAP 26 b,TAP 26,1,1,10.79,0.0968,13.5,1.2,527.5978,1.66,Msini,1.18,,,,,,,,4620,1.17,1.04,-0.199,-0.25,4.5,0.017,1.26737,121.402,12.5,9.270001,11.8101,Gas Giant
TCP J05074264+2447555 b,TCP J05074264+2447555,1,1,,0.94,4.72,0.421,20,0.06293,Mass,1.05,,,,,,,,5805,1.42,0.59,,0.317,4.15,,0.50685,505,14.243,11.68,13.8327,Neptune-like
TIC 172900988 b,TIC 172900988 Aa,2,1,200.452,0.90281,11.25,1.004,942,2.96386,Mass,3.64,0.0271,,,91.79,,,F9,6050,1.38,1.24,0.34,0.671,4.25,3.1,0.18403,250.956,10.141,8.762,10.0477,Gas Giant
TIC 237913194 b,TIC 237913194,1,1,15.168865,0.1207,12.52,1.117,617.22586,1.942,Mass,1.847,0.575,83.39,974,87,23.85,0.1031,G3,5788,1.09,1.03,0.14,0.078,4.38,5.7,1.076,306.063,12.144,10.485,11.9371,Gas Giant
TIC 257060897 b,TIC 257060897,1,1,3.660028,0.051,16.701,1.49,212.94503,0.67,Mass,0.25,0.03,1804.55,1762,86,6.05,0.0841,,5988,1.82,1.32,,0.61,3.93,3.47,0.31016,505.703,11.814,10.387,11.6659,Gas Giant
TIC 279401253 b,TIC 279401253,1,2,76.8,0.369,11.209,1,1951.46642,6.14,Mass,7.61,0.448,,,89.59,71.9,0.094,,5951,1.06,1.13,0.2,0.097,4.44,1.2,1.04404,285.584,11.938,10.345,11.6965,Gas Giant
TIC 279401253 c,TIC 279401253,1,2,155.3,0.591,12.6,1.12,2548.98382,8.02,Msini,7,0.254,,,90,75.2,0.097,,5951,1.06,1.13,0.2,0.097,4.44,1.2,1.04404,285.584,11.938,10.345,11.6965,Gas Giant
TOI-1062 b,TOI-1062,1,2,4.11296,0.052,2.265,0.202,10.15,0.03194,Mass,4.85,0.177,232,1077,85.913,,0.0234,G9 V,5328,0.84,0.94,0.14,-0.274,4.55,2.5,2.22,82.1733,10.249,8.296,10.0008,Super Earth
TOI-1062 c,TOI-1062,1,2,7.972,0.08,3.1,0.276,9.78,0.03077,Msini,1.8,0.14,95,859,,,,G9 V,5328,0.84,0.94,0.14,-0.274,4.55,2.5,2.22,82.1733,10.249,8.296,10.0008,Neptune-like
TOI-1064 b,TOI-1064,1,2,6.443868,0.06152,2.587,0.231,13.5,0.04248,Mass,4.30062,0.047,62.9,784,87.709,,0.03267,,4734,0.73,0.75,0.05,-0.623,4.6,9.4,2.70687,68.0726,10.938,8.467,10.6491,Super Earth
TOI-1064 c,TOI-1064,1,2,12.226574,0.09429,2.651,0.237,2.5,0.00787,Mass,0.771906,0.088,26.8,634,88.455,,0.03347,,4734,0.73,0.75,0.05,-0.623,4.6,9.4,2.70687,68.0726,10.938,8.467,10.6491,Neptune-like
TOI-1075 b,TOI-1075,1,1,0.6047328,0.01159,1.791,0.16,9.95,0.03131,Mass,9.32,0,509.2,1323,84.67,4.4,0.0282,K9 V/M0 V,3875,0.58,0.6,-0.08,-1.144,4.69,6,3.73,61.4592,12.615,9.115,12.0544,Super Earth
TOI-1107 b,TOI-1107,1,1,4.0782387,0.0561,14.572,1.3,1064.72516,3.35,Mass,1.89,0.025,532,1728,88.63,,0.07379,F6 V,6311,1.81,1.35,-0.1,0.671,4.05,2.6,0.337,281.314,10.553,9.205,10.3745,Gas Giant
TOI-1130 b,TOI-1130,1,2,4.066499,0.04394,3.65,0.326,12.9,0.0407,M-R relationship,1.46,0.22,48.04,810,87.98,13.75,0.0486,K7,4250,0.69,0.68,0.2,-0.854,4.6,8.2,2.97,58.2609,11.595,8.351,10.9028,Neptune-like
TOI-1130 c,TOI-1130,1,2,8.350381,0.07098,16.814,1.5,309.56642,0.974,Mass,0.38,0.047,19.93,637,87.43,22.21,0.218,K7,4250,0.69,0.68,0.2,-0.854,4.6,8.2,2.97,58.2609,11.595,8.351,10.9028,Gas Giant
TOI-1136 b,TOI-1136,1,6,4.17278,,1.9,0.17,4.27,0.0134,M-R relationship,3.42,0.031,,,86.44,11.29,0.018,,5770,0.97,1.02,0.07,-0.021,4.47,0.7,1.56491,84.5362,9.534,8.034,9.36789,Super Earth
TOI-1136 c,TOI-1136,1,6,6.25725,,2.879,0.257,8.64,0.0272,M-R relationship,1.99,0.117,222.53,1076,89.42,14.8,0.02725,,5770,0.97,1.02,0.07,-0.021,4.47,0.7,1.56491,84.5362,9.534,8.034,9.36789,Neptune-like
TOI-1136 d,TOI-1136,1,6,12.51937,,4.627,0.413,19.3,0.0609,M-R relationship,1.07,0.016,626.36,1393,89.41,23.5,0.04379,,5770,0.97,1.02,0.07,-0.021,4.47,0.7,1.56491,84.5362,9.534,8.034,9.36789,Neptune-like
TOI-1136 e,TOI-1136,1,6,18.7992,,2.639,0.235,7.46,0.0235,M-R relationship,2.23,0.057,48.45,673,89.31,30.81,0.02497,,5770,0.97,1.02,0.07,-0.021,4.47,0.7,1.56491,84.5362,9.534,8.034,9.36789,Neptune-like
TOI-1136 f,TOI-1136,1,6,26.3162,,3.88,0.346,14.3,0.0451,M-R relationship,1.35,0.012,26.43,631,89.38,38.56,0.03671,,5770,0.97,1.02,0.07,-0.021,4.47,0.7,1.56491,84.5362,9.534,8.034,9.36789,Neptune-like
TOI-1136 g,TOI-1136,1,6,39.5387,,2.53,0.226,6.94,0.0218,M-R relationship,2.35,0.036,,,89.65,50.6,0.0239,,5770,0.97,1.02,0.07,-0.021,4.47,0.7,1.56491,84.5362,9.534,8.034,9.36789,Neptune-like
TOI-1181 b,TOI-1181,1,1,2.103195,,14.572,1.3,375.03752,1.18,Mass,0.666,,3212.53,2097,87,4.19,0.0764,F9 IV,5990,1.75,1.19,0.05,0.672,3.9,2.59,0.312,302.819,10.582,9.22,10.4776,Gas Giant
TOI-1201 b,TOI-1201,2,1,2.4919863,0.0287,2.415,0.215,6.28,0.01976,Mass,2.45,0,40.6,703,88.11,12.23,0.04383,M2.0 V,3476,0.51,0.51,0.05,-1.469,4.8,,5.5,37.8871,12.26,8.646,12.0966,Neptune-like
TOI-122 b,TOI-122,1,1,5.07803,0.0392,2.72,0.243,7.85,0.0247,M-R relationship,2.14,0,8.8,471,88.4,25.2,0.075,M3 V,3403,0.33,0.31,,-1.854,4.88,2,12.8,62.118,15.526,10.771,14.3357,Neptune-like
TOI-1221 b,TOI-1221,1,1,91.68278,0.387,2.91,0.26,1112.39942,3.5,Mass,,0.21,6.06,440,89.75,83.7,0.02679,,5592,1.03,0.93,0.06,-0.017,4.38,10,1.32,138.411,10.494,9.036,10.5262,Neptune-like
TOI-1227 b,TOI-1227,1,1,27.36397,0.0886,9.572,0.854,66.5,0.209,M-R relationship,0.417,,3.21,244,88.571,34.01,0.1568,M4.5V-M5V,3072,0.56,0.17,,-2.6,4.44,0.011,1.32524,100.641,16.999,11.034,15.2514,Gas Giant
TOI-1231 b,TOI-1231,1,1,24.245586,0.1288,3.65,0.326,15.4,0.04845,Mass,1.74,0.087,1.93,330,89.73,58.1,0.0701,M3 V,3553,0.48,0.49,0.041,-1.487,4.77,,6.31,27.6227,12.36,8.069,11.36,Neptune-like
TOI-1235 b,TOI-1235,1,1,3.444714,0.03845,1.69,0.151,6.69,0.02105,Mass,7.25,0.049,60.3,775,88.9,13.29,0.02508,M0.5 V,3997,0.63,0.64,0.05,-1.054,4.63,5.3,3.61,39.6345,11.495,7.893,10.8492,Super Earth
TOI-1246 b,TOI-1246,1,4,4.30744,0.049,3.01,0.269,8.1,0.02549,Mass,1.63,,196,955,87.9,13.4,0.031,K V,5151,0.86,0.87,0.17,-0.316,4.4,,1.81947,169.422,11.632,9.907,11.7291,Neptune-like
TOI-1246 c,TOI-1246,1,4,5.904144,0.061,2.51,0.224,8.8,0.02769,Mass,3.21,,129,860,89.3,16.6,0.026,K V,5151,0.86,0.87,0.17,-0.316,4.4,,1.81947,169.422,11.632,9.907,11.7291,Super Earth
TOI-1246 d,TOI-1246,1,4,18.6559,0.131,3.51,0.313,5.3,0.01668,Mass,0.7,,28,586,89.5,35.7,0.036,K V,5151,0.86,0.87,0.17,-0.316,4.4,,1.81947,169.422,11.632,9.907,11.7291,Neptune-like
TOI-1246 e,TOI-1246,1,4,37.9216,0.211,3.78,0.337,14.8,0.04657,Mass,1.51,,11,462,89.3,57.3,0.039,K V,5151,0.86,0.87,0.17,-0.316,4.4,,1.81947,169.422,11.632,9.907,11.7291,Neptune-like
TOI-125 b,TOI-125,1,3,4.65382,0.05186,2.726,0.243,9.5,0.02989,Mass,2.57,0.194,185,1037,88.92,13.16,0.0295,K0 V,5320,0.85,0.86,-0.02,-0.285,4.52,6.8,1.99,111.059,11.023,8.995,10.718,Neptune-like
TOI-125 c,TOI-125,1,3,9.15059,0.0814,2.759,0.246,6.63,0.02086,Mass,1.73,0.066,77.59,828,88.54,20.66,0.02985,K0 V,5320,0.85,0.86,-0.02,-0.285,4.52,6.8,1.99,111.059,11.023,8.995,10.718,Neptune-like
TOI-125 d,TOI-125,1,3,19.98,0.137,2.93,0.261,13.6,0.04279,Mass,2.98,0.168,26.7,638,88.795,34.77,0.0317,K0 V,5320,0.85,0.86,-0.02,-0.285,4.52,6.8,1.99,111.059,11.023,8.995,10.718,Neptune-like
TOI-1259 A b,TOI-1259 A,2,1,3.477978,0.0407,11.456,1.022,140.16233,0.441,Mass,0.513,0,153.14,963,89.7,12.314,0.14762,,4775,0.71,0.74,-0.5,-0.59,4.61,4.8,2.92,118.106,12.079,9.619,11.8104,Gas Giant
TOI-1260 b,TOI-1260,1,3,3.127463,0.0367,2.41,0.215,8.56,0.02693,Mass,3.35,0,95.58,871,89.03,11.73,0.0329,K6 V,4227,0.67,0.68,-0.1,-0.889,4.57,6.7,3.43,73.5977,11.922,8.95,11.5743,Super Earth
